,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
924,35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,0,Yes,14,3,4,4,3,3,2,2,2
925,42,No,Travel_Rarely,603,Research & Development,7,4,Medical,2,Female,78,4,2,Research Scientist,2,Married,6,Yes,16,3,4,18,3,1,0,0,0
926,43,No,Travel_Rarely,531,Sales,4,4,Marketing,4,Female,56,2,3,Sales Executive,4,Single,3,No,14,3,4,23,4,21,7,15,17
927,36,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,3,Female,53,3,2,Manufacturing Director,2,Single,9,Yes,11,3,4,18,3,16,14,5,12
928,44,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,Female,73,3,3,Healthcare Representative,4,Married,1,No,11,3,4,10,3,10,7,0,5
929,28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,4,Male,52,2,1,Laboratory Technician,4,Married,1,Yes,12,3,2,2,3,2,2,2,2
930,51,No,Travel_Frequently,968,Research & Development,6,2,Medical,2,Female,40,2,1,Laboratory Technician,3,Single,0,No,14,3,2,8,2,7,0,7,7
931,30,No,Non-Travel,879,Research & Development,9,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,7,Yes,18,3,3,10,3,8,4,1,7
932,29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,2,Female,39,3,1,Laboratory Technician,3,Divorced,3,Yes,13,3,1,10,3,7,7,7,7
933,28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Single,2,No,11,3,2,5,2,3,2,1,2
934,25,No,Travel_Rarely,266,Research & Development,1,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,1,No,18,3,4,2,2,2,2,2,1
935,32,No,Travel_Rarely,604,Sales,8,3,Medical,3,Male,56,4,2,Sales Executive,4,Married,1,No,15,3,3,10,4,10,7,0,8
936,45,No,Travel_Frequently,364,Research & Development,25,3,Medical,2,Female,83,3,5,Manager,2,Single,3,No,22,4,3,22,3,0,0,0,0
937,39,No,Travel_Rarely,412,Research & Development,13,4,Medical,3,Female,94,2,4,Manager,2,Divorced,6,Yes,13,3,4,21,3,19,9,15,2
938,58,No,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,Male,88,3,1,Research Scientist,3,Divorced,1,No,12,3,4,2,3,2,2,2,2
939,32,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,4,Male,79,3,2,Laboratory Technician,3,Married,1,No,18,3,1,10,3,10,4,1,1
940,39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,3,Male,93,3,1,Research Scientist,1,Single,0,No,13,3,1,6,3,5,2,0,3
941,30,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,0,No,12,3,1,10,3,9,2,6,7
942,36,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,3,No,12,3,1,10,3,7,7,1,7
943,46,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,6,No,12,3,3,10,4,7,6,5,7
944,28,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,0,No,11,3,1,10,3,9,8,7,5
945,50,No,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,4,Yes,11,3,2,25,3,3,2,1,2
946,40,Yes,Travel_Rarely,299,Sales,25,4,Marketing,4,Male,57,2,3,Sales Executive,2,Single,2,Yes,12,3,3,9,3,5,4,1,0
947,52,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,9,Yes,19,3,3,10,2,8,7,7,7
948,30,No,Travel_Rarely,634,Research & Development,17,4,Medical,2,Female,95,3,3,Manager,1,Married,1,Yes,23,4,4,9,3,9,1,0,8
949,39,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,Male,32,3,2,Manufacturing Director,3,Single,0,No,11,3,1,9,3,8,7,1,7
950,31,No,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,1,Yes,19,3,1,10,2,10,8,9,6
951,41,No,Non-Travel,256,Sales,10,2,Medical,3,Male,40,1,2,Sales Executive,2,Single,1,No,13,3,1,19,3,19,2,11,9
952,31,Yes,Travel_Frequently,1060,Sales,1,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,1,Yes,11,3,1,3,4,3,2,2,2
953,44,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,Male,89,3,1,Laboratory Technician,1,Married,4,No,12,3,3,10,4,3,2,1,2
954,42,No,Non-Travel,495,Research & Development,2,1,Life Sciences,3,Male,37,3,4,Manager,3,Married,0,Yes,13,3,4,21,2,20,8,2,10
955,55,No,Travel_Rarely,282,Research & Development,2,2,Medical,4,Female,58,1,5,Manager,3,Married,4,No,14,3,4,23,3,19,9,9,11
956,56,No,Travel_Rarely,206,Human Resources,8,4,Life Sciences,4,Male,99,3,5,Manager,2,Single,6,No,14,3,1,36,3,7,3,7,7
957,40,No,Non-Travel,458,Research & Development,16,2,Life Sciences,3,Male,74,3,1,Research Scientist,3,Divorced,9,No,16,3,2,6,3,4,2,0,0
958,34,No,Travel_Rarely,943,Research & Development,9,3,Life Sciences,4,Male,86,3,3,Healthcare Representative,4,Divorced,0,No,11,3,4,10,2,9,7,1,6
959,40,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,3,Male,98,3,2,Research Scientist,4,Single,1,No,13,3,3,9,3,9,8,8,8
960,41,No,Travel_Frequently,1018,Sales,1,3,Marketing,3,Female,66,3,2,Sales Executive,1,Divorced,0,No,17,3,4,10,3,9,3,1,7
961,35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,1,Yes,11,3,2,9,3,9,6,1,1
962,51,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,3,Male,84,3,4,Manager,2,Divorced,1,Yes,11,3,2,33,3,33,9,0,10
963,38,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,2,Female,31,3,2,Sales Executive,1,Divorced,3,No,15,3,4,11,3,7,7,1,7
964,34,No,Travel_Rarely,507,Sales,15,2,Medical,3,Female,66,3,2,Sales Executive,1,Single,1,No,12,3,4,10,4,10,8,9,6
965,25,No,Travel_Rarely,882,Research & Development,19,1,Medical,4,Male,67,3,1,Laboratory Technician,4,Married,3,No,11,3,3,7,2,3,2,1,2
966,58,Yes,Travel_Rarely,601,Research & Development,7,4,Medical,3,Female,53,2,3,Manufacturing Director,1,Married,7,Yes,14,3,4,31,2,10,9,5,9
967,40,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,2,Male,88,3,1,Laboratory Technician,2,Married,3,No,22,4,3,7,3,4,2,0,3
968,36,No,Travel_Frequently,607,Sales,7,3,Marketing,1,Female,83,4,2,Sales Executive,1,Married,2,No,16,3,4,17,2,15,7,6,13
969,48,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,1,No,11,3,3,11,3,10,9,0,8
970,27,No,Travel_Rarely,1291,Sales,11,3,Medical,3,Female,98,4,1,Sales Representative,4,Married,8,No,14,3,2,5,3,1,0,0,0
971,51,No,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,4,Female,82,2,4,Manufacturing Director,2,Single,3,No,16,3,2,29,2,5,2,0,3
972,18,No,Non-Travel,1124,Research & Development,1,3,Life Sciences,4,Female,97,3,1,Laboratory Technician,4,Single,1,No,15,3,3,0,4,0,0,0,0
973,35,No,Travel_Rarely,817,Research & Development,1,3,Medical,4,Female,60,2,2,Laboratory Technician,4,Married,0,No,12,3,2,10,3,9,7,0,0
974,27,No,Travel_Frequently,793,Sales,2,1,Life Sciences,4,Male,43,1,2,Sales Executive,4,Single,3,No,20,4,2,8,3,6,2,0,0
975,55,Yes,Travel_Rarely,267,Sales,13,4,Marketing,1,Male,85,4,4,Sales Executive,3,Single,6,Yes,17,3,3,24,2,19,7,3,8
976,56,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,4,Male,68,3,4,Manufacturing Director,2,Married,4,Yes,12,3,1,33,3,19,16,15,9
977,34,No,Non-Travel,999,Research & Development,26,1,Technical Degree,1,Female,92,2,1,Research Scientist,3,Divorced,1,No,20,4,3,5,3,5,4,0,0
978,40,No,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,5,No,20,4,2,15,3,12,11,11,8
979,34,No,Travel_Rarely,285,Research & Development,29,3,Medical,2,Male,86,3,2,Laboratory Technician,3,Married,4,No,13,3,1,10,3,8,7,7,7
980,31,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,3,Female,90,2,1,Sales Representative,4,Single,7,No,14,3,3,3,4,1,0,0,0
981,35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,4,Female,67,3,2,Sales Executive,3,Married,0,Yes,18,3,3,5,2,4,2,3,2
982,38,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,1,No,11,3,4,4,3,4,2,0,3
983,34,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,3,Female,98,3,2,Healthcare Representative,4,Single,1,No,11,3,4,14,4,14,11,4,11
984,28,No,Travel_Rarely,736,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,1,No,11,3,3,5,3,5,3,0,4
985,31,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,4,Male,98,3,2,Manufacturing Director,3,Married,1,Yes,15,3,4,10,2,10,2,6,7
986,39,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,Male,44,2,2,Sales Executive,4,Married,3,Yes,12,3,4,8,4,5,4,1,4
987,51,No,Travel_Frequently,541,Sales,2,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,2,No,11,3,2,14,3,4,2,3,2
988,41,No,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,4,Female,75,3,2,Research Scientist,4,Divorced,3,Yes,14,3,1,12,2,6,2,3,3
989,37,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,7,Yes,15,3,4,8,3,6,4,1,3
990,33,No,Travel_Frequently,1111,Sales,5,1,Life Sciences,2,Male,61,3,2,Sales Executive,4,Married,6,No,13,3,1,8,4,5,4,1,2
991,32,No,Travel_Rarely,499,Sales,2,1,Marketing,3,Male,36,3,2,Sales Executive,2,Married,0,Yes,13,3,1,4,2,3,2,1,2
992,39,No,Non-Travel,1485,Research & Development,25,2,Life Sciences,3,Male,71,3,3,Healthcare Representative,3,Married,3,No,21,4,2,13,3,6,4,0,5
993,25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,2,No,11,3,2,6,2,3,2,1,2
994,52,No,Travel_Frequently,322,Research & Development,28,2,Medical,4,Female,59,4,4,Manufacturing Director,3,Married,2,Yes,11,3,2,24,2,5,3,0,2
995,43,No,Travel_Rarely,930,Research & Development,6,3,Medical,1,Female,73,2,2,Research Scientist,3,Single,1,Yes,14,3,1,20,1,20,7,1,8
996,27,No,Travel_Rarely,205,Sales,10,3,Marketing,4,Female,98,2,2,Sales Executive,4,Married,1,Yes,11,3,4,6,3,6,2,4,4
997,27,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,4,Female,51,3,1,Research Scientist,3,Single,1,Yes,13,3,4,8,3,8,2,7,7
998,26,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,Male,36,2,1,Research Scientist,4,Single,0,No,12,3,4,5,3,4,3,1,1
999,42,No,Travel_Rarely,1147,Human Resources,10,3,Human Resources,3,Female,31,3,4,Manager,1,Married,0,No,14,3,3,21,3,20,7,0,9
1000,52,No,Travel_Rarely,258,Research & Development,8,4,Other,3,Female,54,3,1,Laboratory Technician,1,Married,9,No,13,3,3,12,1,5,4,0,4
1001,37,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,Female,94,3,1,Laboratory Technician,3,Single,4,No,18,3,1,8,3,3,2,0,2
1002,35,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,2,No,11,3,3,10,3,2,2,2,2
1003,25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,Male,81,3,1,Laboratory Technician,4,Married,4,No,11,3,2,7,2,3,2,0,2
1004,26,No,Travel_Rarely,652,Research & Development,7,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,0,No,12,3,4,8,3,7,7,0,7
1005,29,No,Travel_Rarely,332,Human Resources,17,3,Other,2,Male,51,2,3,Human Resources,1,Single,1,No,13,3,1,10,2,10,9,0,9
1006,49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,3,No,20,4,1,20,3,4,3,1,3
1007,29,Yes,Travel_Frequently,337,Research & Development,14,1,Other,3,Female,84,3,3,Healthcare Representative,4,Single,0,Yes,12,3,1,9,3,8,7,7,7
1008,54,No,Travel_Rarely,971,Research & Development,1,3,Medical,4,Female,54,3,4,Research Director,4,Single,6,No,19,3,4,29,2,20,7,12,7
1009,58,No,Travel_Rarely,1055,Research & Development,1,3,Medical,4,Female,76,3,5,Research Director,1,Married,3,Yes,21,4,3,32,3,9,8,1,5
1010,55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,2,Male,81,4,4,Research Director,4,Divorced,2,No,13,3,4,31,4,7,7,0,0
1011,36,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,Female,99,3,2,Sales Executive,2,Single,3,Yes,16,3,4,15,3,5,4,0,1
1012,31,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,1,No,12,3,2,1,3,1,0,0,0
1013,30,No,Travel_Rarely,855,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,7,No,14,3,2,8,3,3,2,0,2
1014,31,No,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,Female,93,3,4,Research Director,2,Single,3,No,11,3,3,9,4,3,2,1,0
1015,34,No,Travel_Frequently,560,Research & Development,1,4,Other,4,Male,91,3,1,Research Scientist,1,Divorced,5,No,14,3,3,10,3,4,3,1,3
1016,31,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,1,No,12,3,3,1,4,1,0,0,0
1017,27,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,2,Male,91,3,1,Laboratory Technician,1,Married,0,No,14,3,2,6,4,5,0,1,4
1018,36,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,Male,37,2,2,Laboratory Technician,4,Single,1,No,16,3,3,10,2,10,4,1,8
1019,36,No,Travel_Rarely,329,Sales,16,4,Marketing,3,Female,98,2,2,Sales Executive,1,Married,4,No,13,3,1,11,2,3,2,0,2
1020,47,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,Male,74,3,1,Research Scientist,4,Married,7,No,12,3,3,17,2,6,5,1,2
1021,25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,3,No,12,3,1,6,3,3,2,2,2
1022,37,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,3,Male,84,4,1,Laboratory Technician,3,Single,0,No,14,3,1,7,1,6,5,1,3
1023,56,No,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,2,No,22,4,4,5,4,3,2,1,0
1024,47,No,Travel_Rarely,359,Research & Development,2,4,Medical,1,Female,82,3,4,Research Director,3,Married,3,No,19,3,2,26,4,20,17,5,6
1025,24,No,Travel_Rarely,1476,Sales,4,1,Medical,4,Female,42,3,2,Sales Executive,3,Married,1,Yes,12,3,3,5,3,5,4,0,3
1026,32,No,Travel_Rarely,601,Sales,7,5,Marketing,4,Male,97,3,2,Sales Executive,4,Married,4,No,12,3,3,7,2,4,3,0,3
1027,34,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,4,Female,86,2,1,Laboratory Technician,2,Married,5,No,17,3,1,7,2,5,4,0,2
1028,41,No,Travel_Rarely,1283,Research & Development,5,5,Medical,2,Male,90,4,1,Research Scientist,3,Married,2,Yes,12,3,1,7,2,4,2,0,3
1029,40,No,Non-Travel,663,Research & Development,9,4,Other,3,Male,81,3,2,Laboratory Technician,3,Divorced,3,No,11,3,3,11,4,8,7,0,7
1030,31,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,Male,31,3,3,Sales Executive,4,Divorced,1,No,18,3,1,13,3,13,7,9,9
1031,46,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,Male,52,3,3,Sales Executive,4,Divorced,4,No,11,3,1,28,4,7,7,4,3
1032,39,Yes,Non-Travel,592,Research & Development,2,3,Life Sciences,1,Female,54,2,1,Laboratory Technician,1,Single,2,Yes,23,4,2,11,4,1,0,0,0
1033,31,Yes,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,3,Female,100,4,3,Manufacturing Director,2,Single,1,No,11,3,1,10,3,10,8,4,7
1034,45,No,Travel_Rarely,1038,Research & Development,20,3,Medical,2,Male,95,1,3,Healthcare Representative,1,Divorced,2,Yes,18,3,2,24,3,7,7,0,7
1035,31,No,Travel_Rarely,1398,Human Resources,8,2,Medical,4,Female,96,4,1,Human Resources,2,Single,9,No,18,3,4,8,3,3,2,0,2
1036,31,Yes,Travel_Frequently,523,Research & Development,2,3,Life Sciences,2,Male,94,3,1,Laboratory Technician,4,Married,6,Yes,13,3,3,7,1,2,2,2,2
1037,45,No,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,2,Male,55,3,3,Manufacturing Director,4,Married,4,Yes,18,3,4,10,4,3,1,1,2
1038,48,No,Travel_Rarely,1221,Sales,7,3,Marketing,3,Male,96,3,2,Sales Executive,1,Divorced,4,No,11,3,1,15,3,2,2,2,2
1039,34,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,Female,52,3,1,Human Resources,3,Married,1,No,15,3,4,2,3,2,2,2,2
1040,40,No,Non-Travel,218,Research & Development,8,1,Medical,4,Male,55,2,3,Research Director,2,Divorced,2,No,11,3,3,16,3,9,8,4,8
1041,28,No,Travel_Rarely,866,Sales,5,3,Medical,4,Male,84,3,2,Sales Executive,1,Single,0,No,18,3,4,6,3,5,4,1,3
1042,44,No,Non-Travel,981,Research & Development,5,3,Life Sciences,3,Male,90,2,1,Laboratory Technician,3,Single,3,No,14,3,4,7,3,5,2,0,3
1043,53,No,Travel_Rarely,447,Research & Development,2,3,Medical,4,Male,39,4,4,Research Director,2,Single,4,No,12,3,2,35,2,9,8,8,8
1044,49,No,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,Male,96,3,2,Healthcare Representative,3,Married,2,No,14,3,2,20,2,3,2,1,2
1045,40,No,Travel_Rarely,896,Research & Development,2,3,Medical,3,Male,68,3,1,Research Scientist,3,Divorced,2,No,14,3,3,8,4,3,1,1,2
1046,44,No,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,4,Male,49,3,1,Research Scientist,2,Single,1,No,13,3,3,6,2,5,2,1,3
1047,33,No,Travel_Frequently,430,Sales,7,3,Medical,4,Male,54,3,2,Sales Executive,1,Married,0,No,14,3,1,5,3,4,3,0,3
1048,34,No,Travel_Rarely,1326,Sales,3,3,Other,4,Male,81,1,2,Sales Executive,1,Single,3,No,18,3,4,15,3,13,9,3,12
1049,30,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,4,Male,96,3,2,Sales Executive,3,Married,8,No,15,3,3,4,2,2,1,2,2
1050,42,No,Travel_Frequently,748,Research & Development,9,2,Medical,1,Female,74,3,1,Laboratory Technician,4,Single,1,No,13,3,3,12,3,12,9,5,8
1051,44,No,Travel_Frequently,383,Sales,1,5,Marketing,1,Female,79,3,2,Sales Executive,3,Married,7,No,12,3,3,11,2,1,0,0,0
1052,30,No,Non-Travel,990,Research & Development,7,3,Technical Degree,3,Male,64,3,1,Research Scientist,3,Divorced,1,No,13,3,2,1,2,1,0,0,0
1053,57,No,Travel_Rarely,405,Research & Development,1,2,Life Sciences,2,Male,93,4,2,Research Scientist,3,Married,0,No,24,4,1,13,2,12,9,2,8
1054,49,No,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,3,Male,35,3,3,Healthcare Representative,2,Divorced,3,No,14,3,2,29,3,8,7,0,7
1055,34,No,Travel_Frequently,829,Research & Development,15,3,Medical,2,Male,71,3,4,Research Director,1,Divorced,7,No,14,3,4,16,2,14,8,6,9
1056,28,Yes,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,Male,92,3,1,Sales Representative,3,Married,3,No,15,3,4,5,4,3,2,1,2
1057,29,Yes,Travel_Frequently,115,Sales,13,3,Technical Degree,1,Female,51,3,2,Sales Executive,2,Single,5,No,11,3,1,7,1,5,3,0,0
1058,34,Yes,Travel_Rarely,790,Sales,24,4,Medical,1,Female,40,2,2,Sales Executive,2,Single,0,Yes,23,4,3,16,4,15,9,10,10
1059,35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,4,Male,76,3,1,Sales Representative,3,Married,1,No,13,3,1,1,3,1,0,0,0
1060,24,Yes,Travel_Frequently,381,Research & Development,9,3,Medical,2,Male,89,3,1,Laboratory Technician,1,Single,2,Yes,11,3,3,4,2,0,0,0,0
1061,24,No,Non-Travel,830,Sales,13,2,Life Sciences,4,Female,78,3,1,Sales Representative,2,Married,1,No,13,3,3,1,3,1,0,0,0
1062,44,No,Travel_Frequently,1193,Research & Development,2,1,Medical,2,Male,86,3,3,Manufacturing Director,3,Single,5,Yes,18,3,2,16,2,2,2,2,2
1063,29,No,Travel_Rarely,1246,Sales,19,3,Life Sciences,3,Male,77,2,2,Sales Executive,3,Divorced,1,No,14,3,3,10,3,10,7,0,4
1064,30,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,3,Male,46,3,1,Human Resources,3,Divorced,0,No,21,4,1,6,4,5,3,1,3
1065,55,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,4,Male,30,3,2,Healthcare Representative,3,Married,0,Yes,16,3,2,4,3,3,2,1,2
1066,33,No,Travel_Rarely,1099,Research & Development,4,4,Medical,1,Female,82,2,1,Laboratory Technician,2,Married,8,No,11,3,4,8,3,5,4,0,2
1067,47,No,Travel_Rarely,571,Sales,14,3,Medical,3,Female,78,3,2,Sales Executive,3,Married,3,Yes,17,3,3,11,2,5,4,1,2
1068,28,Yes,Travel_Frequently,289,Research & Development,2,2,Medical,3,Male,38,2,1,Laboratory Technician,1,Single,7,No,11,3,3,8,2,0,0,0,0
1069,28,No,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,Male,72,2,1,Research Scientist,3,Divorced,1,No,14,3,4,1,1,1,0,0,0
1070,28,No,Travel_Frequently,467,Sales,7,3,Life Sciences,3,Male,55,3,2,Sales Executive,1,Single,0,No,14,3,4,5,3,4,2,1,3
1071,49,No,Travel_Rarely,271,Research & Development,3,2,Medical,3,Female,43,2,2,Laboratory Technician,1,Married,4,No,25,4,1,10,3,3,2,1,2
1072,29,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,0,No,13,3,3,4,3,3,2,0,2
1073,28,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,3,Male,96,1,2,Manufacturing Director,2,Married,1,No,14,3,2,8,2,8,6,1,7
1074,33,No,Travel_Rarely,516,Research & Development,8,5,Life Sciences,4,Male,69,3,2,Healthcare Representative,3,Single,2,Yes,17,3,1,14,3,0,0,0,0
1075,32,No,Travel_Rarely,495,Research & Development,10,3,Medical,3,Male,64,3,3,Manager,4,Single,2,No,25,4,2,10,4,5,2,0,0
1076,54,No,Travel_Frequently,1050,Research & Development,11,4,Medical,2,Female,87,3,4,Manager,4,Divorced,3,No,20,4,1,26,3,14,9,1,12
1077,29,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,Male,100,2,1,Research Scientist,1,Single,6,No,13,3,3,11,1,9,7,0,7
1078,44,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,4,Male,32,3,4,Research Director,1,Married,3,No,13,3,3,24,4,20,6,14,17
1079,39,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,2,Female,32,3,3,Manufacturing Director,2,Single,4,No,18,3,4,9,3,2,0,2,2
1080,46,No,Travel_Rarely,228,Sales,3,3,Life Sciences,3,Female,51,3,4,Manager,2,Married,8,No,12,3,4,23,4,13,12,5,1
1081,35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,4,Female,91,2,3,Healthcare Representative,2,Single,1,No,19,3,4,11,1,11,8,3,3
1082,23,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,Male,97,3,2,Laboratory Technician,3,Single,0,No,14,3,2,5,3,4,3,1,2
1083,40,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,4,Male,86,3,1,Laboratory Technician,1,Single,3,No,14,3,2,15,1,5,4,1,0
1084,34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,4,Male,64,2,3,Sales Executive,3,Married,1,Yes,14,3,4,10,3,10,9,8,6
1085,31,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,4,Female,33,3,1,Research Scientist,3,Single,1,No,12,3,1,7,1,7,2,7,7
1086,50,No,Travel_Frequently,333,Research & Development,22,5,Medical,3,Male,88,1,4,Research Director,4,Single,1,Yes,13,3,4,32,3,32,6,13,9
1087,34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,2,Male,55,3,1,Sales Representative,3,Married,0,Yes,25,4,2,12,3,11,10,5,7
1088,42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,3,Male,68,2,1,Laboratory Technician,2,Married,4,No,14,3,2,4,3,1,0,0,0
1089,37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,Male,47,3,2,Research Scientist,4,Married,1,No,17,3,1,10,3,10,8,3,7
1090,29,No,Travel_Rarely,441,Research & Development,8,1,Other,3,Female,39,1,2,Healthcare Representative,1,Married,3,No,13,3,3,9,3,7,7,0,7
